place_name,n_uses,kind,status,source,lat,lon,uncertainty_m,geonames_id,geonames_name,feature,country,admin1,qid,osm,confidence,note,decision
Wertachufer,12,,linked,osm,48.38074,10.88396,800,,,,,,,way/156948577,0.95,entry context 22 km (33% of the entries),
Korben,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Institut Rhenania,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bösbächialp,12,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ostseestrand,12,locality,review,osm,54.15839,11.99667,1500,,,,,,,way/331658948,0.55,670 km from the entries' other places (0% within 80 km),
Schwaben,12,locality,linked,osm,48.15313,10.47129,3000,,,,,,Q10557,relation/17657,0.95,entry context 3 km (80% of the entries),
Forggensee,12,locality,linked,osm+geonames,47.61126,10.74137,1000,2925892,Forggensee,H.LK,DE,02,Q680236,relation/897899,0.95,entry context 14 km (100% of the entries),
Saameister Weiher,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Laim,12,locality,linked,osm+geonames,48.13470,11.50200,1000,2881846,Laim,P.PPLX,DE,02,Q259879,relation/54388,0.95,entry context 3 km (100% of the entries),
Einödsbach,12,locality,linked,osm+geonames,47.31636,10.26637,1500,2931705,Einödsbach,P.PPL,DE,02,Q1310426,node/953872986,0.95,entry context 2 km (75% of the entries),
Birgsau,12,locality,linked,osm+geonames,47.33438,10.26811,1500,2948718,Birgsau,P.PPL,DE,02,Q865411,node/722308004,0.95,entry context 2 km (67% of the entries),
Mon Repos,12,locality,no_match,osm,45.70419,7.20563,1500,,,,,,,way/189230447,0.30,OSM building/yes named after the place; 1036 km from the entries' other places (0% within 80 km),
Bucht von Avria,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Niederpöcking,12,locality,linked,osm+geonames,47.97313,11.32680,1500,2862991,Niederpöcking,P.PPL,DE,02,Q123294288,node/10964332660,0.95,entry context 3 km (40% of the entries),
Sammister-Weiher,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Elektrizitätswerk,12,locality,review,osm,48.55634,8.72136,500,,,,,,,node/3381114646,0.55,160 km from the entries' other places (0% within 80 km),
Karlsburg,12,locality,linked,osm,49.96129,9.75788,1500,,,,,,,node/1444712939,0.95,entry context 26 km (50% of the entries),
Lohr am Main,12,locality,linked,osm+geonames,49.98922,9.57223,1500,2876147,Lohr am Main,P.PPL,DE,02,Q504774,relation/337282,0.95,entry context 25 km (40% of the entries),
Hohe Munde,12,locality,linked,osm+geonames,47.34743,11.07233,500,2775992,Hohe Munde,T.MT,AT,07,Q389939,node/256041976,0.95,entry context 5 km (100% of the entries),
Koppenberg-Unterholz-See,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Isar-Stauwehr,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ludwigskirche,12,locality,no_match,osm,48.91709,8.50595,1500,,,,,,Q107544161,way/110185918,0.30,OSM amenity/place_of_worship named after the place; 242 km from the entries' other places (0% within 80 km),
Hanfeld,12,locality,linked,osm+geonames,48.02277,11.32227,1500,2910943,Hanfeld,P.PPL,DE,02,Q30239653,node/1700541698,0.95,entry context 2 km (100% of the entries),
Blänke,12,locality,review,osm,52.53404,9.60585,1500,,,,,,,way/1191833911,0.55,258 km from the entries' other places (0% within 80 km),
Finkbach,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Sanguin,12,locality,review,osm,47.95414,6.77981,1500,,,,,,,node/4853250192,0.55,335 km from the entries' other places (0% within 80 km),
Gündelal-Alm,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Falkenstein bei Pfronten,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gmund am Tegernsee,12,locality,linked,geonames,47.75119,11.73810,1500,2919717,Gmund am Tegernsee,P.PPL,DE,02,Q32034824,,0.95,GeoNames primary name match (DE); entry context 4 km (80% of the entries),
Oxford,12,,linked,osm+geonames,51.75222,-1.25596,3000,2640729,Oxford,P.PPLA2,GB,ENG,Q34217,relation/394037,0.95,,
Erfurt,12,settlement,linked,osm+geonames,50.97734,11.03536,5000,2929670,Erfurt,P.PPLA,DE,15,Q1729,relation/62745,0.95,,
Alter Schirm,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Speichersee Westbecken,12,locality,linked,osm,48.21656,11.74236,1000,,,,,,Q1528809,relation/2930833,0.95,entry context 5 km (100% of the entries),
Kulmbach,12,locality,linked,osm+geonames,50.10068,11.45032,2000,2882588,Kulmbach,P.PPLA3,DE,02,Q157598,relation/1022764,0.95,entry context 33 km (50% of the entries),
Freilassing,12,locality,linked,osm+geonames,47.84085,12.98114,1500,2925080,Freilassing,P.PPL,DE,02,Q278352,relation/941757,0.95,entry context 7 km (67% of the entries),
Fichtelgebirge,12,locality,linked,osm+geonames,50.00000,12.00000,5000,2926978,Fichtelgebirge,T.MTS,DE,00,Q157728,relation/6696626,0.95,entry context 14 km (40% of the entries),
Neustadt am Main,12,locality,review,osm+geonames,49.93021,9.56808,1500,2864060,Neustadt am Main,P.PPL,DE,02,Q508822,relation/335458,0.65,203 km from the entries' other places (0% within 80 km),
Unterammergau,12,locality,linked,osm+geonames,47.61658,11.02718,2000,2820020,Unterammergau,P.PPLA4,DE,02,Q505408,relation/937895,0.95,entry context 4 km (100% of the entries),
Möiring,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Pärking,12,settlement,review,osm,45.90192,6.12096,300,,,,,,,way/591899538,0.45,OSM highway/footway named after the place,
Metzingen,12,locality,linked,osm+geonames,48.53695,9.28330,1500,2871486,Metzingen,P.PPL,DE,01,Q82881,relation/2774075,0.95,,
Bamberg,12,locality,linked,osm+geonames,49.89873,10.90067,2000,2952984,Bamberg,P.PPLA3,DE,02,Q3936,relation/62525,0.95,entry context 14 km (33% of the entries),
Kleinziegenfelder Tal,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Nördlicher Galla-Weiher,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Lechtaler Alpen,12,locality,linked,geonames,47.25000,10.50000,5000,2772789,Lechtaler Alpen,T.MTS,AT,00,Q700267,,0.90,GeoNames primary name match (AT); entry context 40 km (100% of the entries),
Forêt de Brotonne,12,locality,linked,osm+geonames,49.43982,0.71821,1500,3029904,Forêt de Brotonne,V.FRST,FR,28,Q3078831,relation/2749282,0.95,entry context 7 km (100% of the entries),
Hocheck,12,,linked,osm+geonames,47.64784,12.14987,1500,2903272,Hocheck,P.PPL,DE,02,,way/144372239,0.95,entry context 13 km (100% of the entries),
Schutzgebiet,12,locality,review,osm,50.42669,9.09470,1500,,,,,,,way/239883838,0.55,160 km from the entries' other places (0% within 80 km),
Kottgeisering,12,locality,linked,osm+geonames,48.11667,11.13333,2000,3208350,Kottgeisering,P.PPLA4,DE,02,Q255217,relation/933545,0.95,entry context 2 km (100% of the entries),
Kirchberger Wäldchen,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kirchberg,12,,linked,osm+geonames,50.30187,12.42270,1500,3073139,Kostelní,P.PPL,CZ,81,Q1785197,node/35832721,0.95,entry context 21 km (20% of the entries),
Horn,12,locality,linked,osm+geonames,47.49425,9.46246,1500,2660303,Horn,P.PPL,CH,TG,Q66195,relation/1684531,0.95,,
Bogdanowicz,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bernrieder Weiher,12,locality,linked,osm,47.84436,11.26459,1500,,,,,,,way/32673671,0.95,entry context 0 km (100% of the entries),
Krailling,12,locality,linked,osm+geonames,48.10000,11.40000,2000,2884878,Krailling,P.PPLA4,DE,02,Q530780,relation/932431,0.95,entry context 2 km (100% of the entries),
Rappental,12,locality,linked,osm,47.32315,10.49516,5000,,,,,,Q131554973,way/1325484334,0.95,entry context 38 km (50% of the entries),
Kain,12,locality,review,osm,48.97695,15.26677,500,,,,,,Q20799371,node/299127385,0.55,313 km from the entries' other places (0% within 80 km),
Geißauer Horn - Hornbächle,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Jordananlagen,12,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Leopoldpark,12,locality,linked,osm,48.15600,11.58107,800,,,,,,Q21968076,way/252956228,0.95,entry context 2 km (100% of the entries),
Zubringerkanal,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Harlachinger Kirchlein,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Matroschka,12,locality,review,osm,50.71762,12.49366,100,,,,,,,node/566649509,0.60,OSM amenity/restaurant named after the place,
Bäckermühle,12,locality,linked,osm,47.79654,12.29284,500,,,,,,,node/1693501882,0.85,,
Steinbach und Osterbuchberg,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Isar bei Schäftlarn,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ampermoor,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gerlacher Forst,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Hengstberg,12,locality,linked,osm+geonames,50.13527,9.39194,500,2906437,Hengstberg,T.MT,DE,05,Q31541448,node/2547677575,0.95,,
Gut Stellerer,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Klosterweiher bei Roggenburg,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Hemmering,12,locality,no_match,geonames,49.02600,6.67434,1500,3013546,Hémering,P.PPL,FR,44,,,0.10,GeoNames alternate name match (FR); 368 km from the entries' other places (0% within 80 km),
Werkbecken,12,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ammergebirge,12,locality,linked,osm+geonames,47.58333,10.88333,5000,3261586,Ammergebirge,T.MTS,DE,00,Q59415928,relation/3859028,0.80,"far from most of the entries' other places (0% within 80 km, nearest 80 km)",
Isar-Kläranlage,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Fehrbellin,12,locality,linked,osm+geonames,52.81350,12.76440,2000,2927564,Fehrbellin,P.PPLA4,DE,11,Q626792,relation/1302389,0.95,entry context 10 km (100% of the entries),
Großer Belt,12,locality,linked,osm,55.49928,10.91328,1500,,,,,,Q204715,way/486310481,0.95,entry context 22 km (100% of the entries),
Lattsee,12,locality,review,osm+geonames,52.64539,13.89721,1000,2889217,Lattsee,H.LK,DE,11,,way/5051334,0.65,528 km from the entries' other places (0% within 80 km),
Isarfüllen,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Moosinger Moos,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Stocklingen,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Tfb,12,locality,no_match,osm,49.31082,13.12372,1500,,,,,,,node/4876333868,0.30,OSM historic/wayside_cross named after the place; 160 km from the entries' other places (0% within 80 km),
Großer Baggersee,12,locality,review,osm,48.31541,10.04929,1000,,,,,,,way/6234508,0.70,"far from most of the entries' other places (0% within 80 km, nearest 115 km)",
Ettenhäuser Baggersee,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Isarklinik,12,locality,linked,osm,48.13490,11.56536,1500,,,,,,,node/2636635126,0.90,OSM amenity/taxi named after the place; entry context 1 km (100% of the entries),
Krakauer,12,locality,review,osm,49.45306,11.08582,1500,,,,,,Q1786355,way/212488940,0.45,"OSM building/office named after the place; far from most of the entries' other places (0% within 80 km, nearest 143 km)",
Tecklärsteich,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Neupirsching,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Spb.,12,locality,no_match,geonames,51.50513,-0.21756,300,6953547,Shepherd's Bush Railway Station,S.RSTN,GB,ENG,,,0.05,GeoNames alternate name match (GB); 924 km from the entries' other places (0% within 80 km),
Neupiering,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Th.,12,locality,review,geonames,50.91667,11.00000,50000,2822542,Thuringia,A.ADM1,DE,15,,,0.45,GeoNames contains name match (DE),
Baggerseen,12,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Wfb,12,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Einlaufwerk,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Isarhänge,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Flochleite,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Vogelklasse,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Botendorf,12,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bad Schruns,12,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Hitzing,12,route,linked,geonames,47.86593,12.29015,1500,2903443,Hitzing,P.PPL,DE,02,,,0.95,GeoNames primary name match (DE); entry context 4 km (100% of the entries),
Prizing,12,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Mühlen,12,locality,linked,osm+geonames,47.11667,11.46667,1500,3319501,Mühlen,P.PPL,AT,07,Q1958411,node/1650328006,0.80,"far from most of the entries' other places (0% within 80 km, nearest 106 km)",
Langbürgner See,12,locality,linked,osm+geonames,47.90119,12.35312,1000,2881384,Langbürgner See,H.LK,DE,02,Q1569749,relation/33315,0.95,entry context 3 km (100% of the entries),
Schafbergalpe,12,locality,linked,geonames,47.76969,13.42234,300,7874830,Schafbergalpe,S.RSTN,AT,05,,,0.85,GeoNames primary name match (AT); entry context 4 km (100% of the entries),
Hellmoos,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Waldmann,12,locality,linked,osm,47.89255,10.45102,300,,,,,,,node/3143893986,0.85,,
Brahms-Anlagen,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Moorsee,12,locality,linked,osm,47.42270,9.80732,1000,,,,,,Q100956771,way/115497199,0.85,,
Florliebe,12,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ismaninger Speicherseen,12,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Ilkahöhe,12,,linked,osm+geonames,47.90209,11.24770,500,2896581,Ilkahöhe,T.HLL,DE,02,Q1607578,node/444241864,0.95,entry context 3 km (100% of the entries),
Diepingen,12,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Donauarm,12,locality,review,osm,48.23614,15.34374,1500,,,,,,,way/31021430,0.55,280 km from the entries' other places (0% within 80 km),
Oberndorf,11,locality,linked,osm+geonames,48.52647,8.92914,1500,2859645,Oberndorf,P.PPL,DE,01,Q321602,relation/4447613,0.95,entry context 13 km (25% of the entries),
Rieden,11,locality,linked,osm+geonames,47.95000,10.65000,2000,2847247,Rieden,P.PPLA4,DE,02,Q547380,relation/447627,0.95,entry context 3 km (100% of the entries),
Gennach-Moos,11,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Spielmannsau,11,locality,linked,osm+geonames,47.34726,10.30535,1500,2830471,Spielmannsau,P.PPL,DE,02,Q2310234,node/246769919,0.95,entry context 3 km (50% of the entries),
Bärensee,11,locality,linked,osm,47.85689,10.64024,1000,,,,,,Q1019167,relation/356450,0.95,entry context 3 km (100% of the entries),
Staufenberg,11,locality,linked,osm+geonames,49.11667,9.23333,500,2829330,Staufenberg,T.HLL,DE,01,Q31311387,node/395517983,0.95,,
Bösbächli-Alpe,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Unterschächen,11,locality,linked,osm+geonames,46.86281,8.76923,1500,2658243,Unterschächen,P.PPL,CH,UR,Q65959,relation/1683118,0.95,entry context 7 km (100% of the entries),
Holzkirchen,11,locality,linked,osm+geonames,47.87663,11.70181,1500,2899676,Holzkirchen,P.PPL,DE,02,Q260479,relation/935961,0.95,entry context 4 km (100% of the entries),
Schwarzhölzl,11,locality,linked,osm,48.24103,11.49464,1500,,,,,,,relation/296075,0.95,entry context 13 km (67% of the entries),
Münsing,11,,linked,osm+geonames,47.90000,11.36667,2000,2867561,Münsing,P.PPLA4,DE,02,Q532939,relation/935105,0.95,entry context 2 km (100% of the entries),
Eisweiher,11,locality,review,osm,48.60327,10.25088,1000,,,,,,,way/631099390,0.70,"far from most of the entries' other places (0% within 80 km, nearest 85 km)",
Oberau,11,,linked,osm+geonames,47.55979,11.13919,2000,2861384,Oberau,P.PPLA4,DE,02,Q505979,relation/939349,0.95,entry context 3 km (75% of the entries),
Karlshöfen,11,settlement,review,osm+geonames,53.35278,9.02037,1500,2892823,Karlshöfen,P.PPL,DE,06,Q13188561,node/892767274,0.65,607 km from the entries' other places (0% within 80 km),
Skorpios,11,,linked,geonames,38.69228,20.74558,2000,253563,Nisída Skorpiós,T.ISL,GR,ESYE22,Q1325264,,0.85,GeoNames contains name match (GR); entry context 4 km (100% of the entries),
Akrilia,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Alogomandra,11,route,linked,geonames,38.59378,21.02438,2000,6255056,Alogomandra,T.BCH,GR,ESYE23,Q25159879,,0.80,GeoNames primary name match (GR); entry context 8 km (100% of the entries),
Oria,11,locality,linked,osm+geonames,40.49999,17.64280,2000,3171961,Oria,P.PPLA3,IT,13,Q51871,relation/40538,0.95,,
Falster,11,locality,linked,osm+geonames,54.80000,11.96667,2000,2622351,Falster,T.ISL,DK,20,Q735905,relation/5178556,0.95,entry context 25 km (50% of the entries),
Stadtpark,11,locality,linked,osm,47.42784,9.38247,800,,,,,,,way/25749721,0.85,,
Unteruhldingen,11,locality,linked,geonames,47.71667,9.23333,1500,2818518,Unteruhldingen,P.PPL,DE,01,Q7897599,,0.90,GeoNames primary name match (DE); entry context 2 km (100% of the entries),
Kitzbühel,11,,linked,osm+geonames,47.44637,12.39215,2000,2774347,Kitzbühel,P.PPLA3,AT,07,Q264665,relation/85657,0.95,entry context 8 km (50% of the entries),
Achemündung,11,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Fernpass,11,locality,linked,osm+geonames,47.36667,10.83333,2000,2779628,Fernpass,T.PASS,AT,07,Q667984,node/1439237561,0.95,entry context 5 km (100% of the entries),
Seebach,11,locality,linked,osm+geonames,48.79700,13.00815,1500,2834022,Seebach,P.PPL,DE,02,Q1314083,node/283419918,0.95,,
Telfs,11,,linked,osm+geonames,47.30707,11.06817,2000,2763810,Telfs,P.PPLA3,AT,07,Q660015,relation/79367,0.95,entry context 4 km (100% of the entries),
Reutte,11,locality,linked,osm+geonames,47.48333,10.71667,2000,2767511,Reutte,P.PPLA3,AT,07,Q487513,relation/28754,0.95,entry context 7 km (50% of the entries),
Johanneskirchen,11,locality,linked,osm+geonames,48.17012,11.65063,1000,2894820,Johanneskirchen,P.PPLX,DE,02,Q1698872,node/3048165437,0.95,entry context 3 km (100% of the entries),
Weihenstephan,11,locality,linked,osm+geonames,48.39294,11.73758,1500,2812833,Weihenstephan,P.PPL,DE,02,Q25731,node/29818824,0.95,entry context 1 km (100% of the entries),
Göhring,11,settlement,no_match,osm,49.17894,10.40335,100,,,,,,,node/1690964720,0.15,OSM amenity/restaurant named after the place; 193 km from the entries' other places (0% within 80 km),
Wörling,11,,linked,osm+geonames,48.15790,13.52293,1500,11611583,Wörling,P.PPL,AT,04,,node/3284325680,0.95,entry context 31 km (29% of the entries),
Lände,11,locality,no_match,osm,48.22234,16.36757,200,,,,,,Q2465756,node/4003901213,0.30,OSM railway/station named after the place; 265 km from the entries' other places (0% within 80 km),
Frickingen,11,settlement,linked,osm+geonames,47.81438,9.27349,2000,2924826,Frickingen,P.PPLA4,DE,01,Q161019,relation/2806598,0.95,,
Walchstadt,11,locality,linked,osm+geonames,47.94487,11.41505,1500,2815220,Walchstadt,P.PPL,DE,02,Q55364705,node/273208199,0.95,entry context 1 km (100% of the entries),
Großlappen,11,locality,linked,osm,48.20678,11.62327,500,,,,,,,node/5695372526,0.95,entry context 5 km (100% of the entries),
Reininger See,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Weilheim in Oberbayern,11,locality,linked,osm+geonames,47.84147,11.15484,2000,2812515,Weilheim,P.PPLA3,DE,02,Q535674,relation/936925,0.95,entry context 3 km (67% of the entries),
Unterholz,11,,linked,geonames,47.86227,11.26220,1500,2819331,Unterholz,P.PPL,DE,02,,,0.95,GeoNames primary name match (DE); entry context 2 km (100% of the entries),
Jumièges,11,locality,linked,osm+geonames,49.43324,0.81918,1500,3012066,Jumièges,P.PPL,FR,28,Q658613,relation/106396,0.95,entry context 7 km (100% of the entries),
Blumenauergau,11,region,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bruckmühl,11,locality,linked,osm+geonames,47.87859,11.91098,1500,2943408,Bruckmühl,P.PPL,DE,02,Q545290,relation/2190662,0.95,entry context 8 km (100% of the entries),
Vogelherd,11,,linked,geonames,49.38333,12.18333,1500,2816992,Vogelherd,V.FRST,DE,02,Q33411403,,0.95,GeoNames primary name match (DE); entry context 25 km (50% of the entries),
Feldmoos,11,locality,linked,osm+geonames,47.86253,9.49968,1500,2927318,Feldmoos,P.PPL,DE,01,,node/61684893,0.80,"far from most of the entries' other places (0% within 80 km, nearest 135 km)",
Rieger-Hüttli,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Biederstein,11,,linked,osm+geonames,48.16677,11.59787,1000,11610215,Biederstein,P.PPLX,DE,02,Q113799350,node/1700532814,0.95,entry context 1 km (100% of the entries),
Fabrik,11,,review,osm,50.79512,14.04383,300,,,,,,,node/3465319197,0.55,332 km from the entries' other places (0% within 80 km),
Laufzener Flur,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Mittelberg,11,locality,linked,osm+geonames,47.35127,10.17197,2000,2771533,Mittelberg,P.PPLA3,AT,08,Q692976,relation/74228,0.95,,
Schloss Möggingen,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Isarstufen,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Eberne,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Trimmiser Wald,11,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Glion,11,locality,linked,osm+geonames,46.43360,6.92619,1500,2660581,Glion,P.PPL,CH,VD,Q688497,node/974936459,0.95,entry context 1 km (100% of the entries),
Nordbad,11,locality,linked,osm,48.16014,11.56442,1500,,,,,,Q1997626,way/1097547837,0.90,OSM leisure/sports_centre named after the place; entry context 3 km (100% of the entries),
Kagran,11,settlement,linked,osm+geonames,48.24899,16.44835,1000,2774984,Kagran,P.PPLX,AT,09,Q1721129,relation/5850337,0.95,,
